Product code,Language,Product id,Category,List price,Price,weight,Quantity,Date added,Free shipping,Zero price action,Detailed Image,Product name,Description,Meta keywords,Meta description,Page title,Features,Options,Secondary categories,Short description,Status
N046126417008972,en,4642,Hardware///Protek///In Stock,899,899,1050,141,01/01/1970 03:00:00,N,R,exim/backup/images/XB1PROTHU.jpg#{[en]:;},XB1 PRO THUMB STICK GRIP,"<p><span style=""background-color: initial;"">These essential add ons for any serious gamer offer added grip and heightened control. Simply clip the desired grips to your analogue sticks and enjoy slip free gaming whilst protecting your controller from the wear and tear that rigorous gaming sessions can bring.</span></p>","Xbox, XB, Xbox One, Xbox 1, Thumb Grip",Give yourself a gaming advantage and keep your precious controller in perfect condition at the same time.,BT Games: XB1 Pro Thumb Stick Grip,Publisher: T[Protek]; Publication Year: T[2014]; Has Adult Content: C[N]; Genre: T[Hardware]; Format: S[Xbox One],,,Give yourself a gaming advantage and keep your precious controller in perfect condition at the same time.,A
N016112408008399,en,4643,Xbox///Xbox One///In Stock,899,899,150,50,06/10/2015 12:00:00,N,R,exim/backup/images/817p3qFFrKL._SL1500_.jpg#{[en]:;},XB1 PROJECT CARS,"<p><span style=""background-color: initial;"">Create a driver, pick from a variety of motorsports, and shift into high gear to chase a number of Historic Goals and enter the Hall Of Fame. Then test your skills online either in competitive fully-loaded race weekends, leaderboard-based time challenges, or continually-updated community events.Featuring world-class graphics and handling, a ground-breaking dynamic time of day and weather system, and deep tuning and pit stop functionality, Project CARS leaves the competition behind in the dust.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game","Project CARS is the most authentic, beautiful, intense, and technically-advanced racing game on the planet.",BT Games: Project Cars,Publisher: T[Namco Bandai]; Publication Year: T[2015]; Has Adult Content: C[N]; Genre: T[Racing]; Format: S[Xbox One],,,"Project CARS is the most authentic, beautiful, intense, and technically-advanced racing game on the planet.",A
N016111511008660,en,4644,Xbox///Xbox One///In Stock,899,899,150,147,01/01/1970 03:00:00,N,R,exim/backup/images/71fpYIpkv4L._SL1188_.jpg#{[en]:;},XB1 PROJECT SPARK,"<p><span style=""background-color: initial;"">Project Spark unlocks imagination and creativity like never before. It's a powerful gaming destination where creation and play live seamlessly together. Build the supreme gaming experience by making unique and instantly playable levels, games, and worlds, and share them with a global community. Dive into the community's collective imagination and start playing. Purchase content packs using Spark Tokens for new gameplay and building blocks for creation, or unlock content using Creation Credits, earned by creating, playing, and sharing games. All content is available across all platforms, so games created on one platform are available to play and remix on any other. </span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game",Access the frontier of game creation. Project Spark is where players create and creators play.,BT Games: Project Spark,Publication Year: T[2014]; Publisher: T[Microsoft]; Has Adult Content: C[N]; Genre: T[Simulator]; Format: S[Xbox One]; Age Limit: O[7],,,Access the frontier of game creation. Project Spark is where players create and creators play.,A
N016111601004582,en,4645,Xbox///Xbox One///In Stock,899,899,150,50,01/01/1970 03:00:00,N,R,exim/backup/images/71u6HIq4TGL._SL1300_.jpg#{[en]:;},XB1 QUANTUM BREAK,"<p><span style=""background-color: initial;"">Developed exclusively for Xbox One, Quantum Break blurs the line between television and gameplay, integrating the two into one seamless, uniquely immersive experience. From Remedy Entertainment, the critically-acclaimed creators of Alan Wake and Max Payne comes a revolutionary entertainment experience that weaves the cinematic action of intense gameplay with the tension and drama of scripted television, creating a world where each has a direct impact on the other.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game","In Quantum Break, our desperate hero fights a highly personal battle to save the future before time literally runs out. As time breaks down, impossible, split second moments of destruction turn into epic stages of time powered action. The actions you take",BT Games: Quantum Break,Publisher: T[Microsoft]; Publication Year: T[2015]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Xbox One],,,"In Quantum Break, our desperate hero fights a highly personal battle to save the future before time literally runs out. As time breaks down, impossible, split second moments of destruction turn into epic stages of time powered action. The actions you take, and the choices you make, shape your experience as the narrative unfolds. As you play, a personalized 'director's cut' of the show is created just for you, based on the decisions you make during the game.",A
N016103601008864,en,4646,Xbox///Xbox One///In Stock,899,899,150,50,01/01/1970 03:00:00,N,R,exim/backup/images/REVS2_X1_PACKSHOT_PEGI.JPG#{[en]:;},XB1 RESIDENT EVIL REVELATIONS 2  HD REMASTERED,"<p><span style=""background-color: initial;"">The beginning of the Resident Evil Revelations 2 tale sees fan favourite Claire Redfield make a dramatic return to the horrors that haunted her in the past . Survivor of the Raccoon City incident depicted in previous Resident Evil games, Claire now works for the anti-bioterrorism organisation Terra Save. Moira Burton, new recruit and daughter of Resident Evil legend Barry Burton, is attending her welcome party for Terra Save when unknown armed forces storm the office. Claire and Moira are knocked unconscious and awaken later to find themselves in a dark and abandoned detention facility. Working together, they must find out who took them and to what sinister end. With the terrifying Afflicted enemies waiting around every dark corner, players will need to use their ammo and weapon supply wisely, in classic survival horror style. Will Claire and Moira make it out alive and discover what's led to them being taken to this remote island? Who else will they come across? A story of twists and turns will have players guessing the next step at every turn.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game",Terror follows you every step of the way as the startling truths hidden behind a veil of treachery and deceit are uncovered.,BT Games: Resident Evil Revelations 2 RM,Publication Year: T[2015]; Publisher: T[Capcom]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Xbox One]; Age Limit: O[18],,,Terror follows you every step of the way as the startling truths hidden behind a veil of treachery and deceit are uncovered.,A
N016112408008865,en,4647,Xbox///Xbox One///In Stock,899,899,150,50,01/01/1970 03:00:00,N,R,exim/backup/images/2D_RIDE_-_XONE_-_ENG_EXP_Hi.jpg#{[en]:;},XB1 RIDE,"<p><span style=""background-color: initial;"">RIDE is a unique motorcycle experience designed for bike lovers who live and breathe the world of motorcycling. The game features the most eminent manufacturers and their most famous and prestigious models. Live the RIDE experience at full throttle through a wide variety of race models. Thanks to the involvement of so many manufacturers you can customise your bike to an unprecedented degree: take your pick from the abundance of parts, components and accessories available. Travel around the glove on 15 different tracks that offer a world of thrills and challenges, whatever your own riding style.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game","Participate in unique international events on the various tracks, and take on other players from around the world in the all-new online multiplayer modes. This is RIDE.",BT Games: Ride,Publisher: T[Milestone]; Publication Year: T[2015]; Has Adult Content: C[N]; Genre: T[Racing]; Format: S[Xbox One],,,"Participate in unique international events on the various tracks, and take on other players from around the world in the all-new online multiplayer modes. This is RIDE.",A
N016116202008736,en,4648,Xbox///Xbox One///In Stock,899,899,150,50,01/01/1970 03:00:00,N,R,exim/backup/images/61MZQ-PbB_L._SL1306_.jpg#{[en]:;},XB1 RISE OF THE TOMB RAIDER,"<p><span style=""background-color: initial;"">In the next chapter of her journey, Lara must use her survival skills and wits, learn to trust new friends, and ultimately accept her destiny as the Tomb Raider. Featuring epic, high-octane action moments, Rise of the Tomb Raider will take gamers to multiple locations around the world filled with exploration spaces that are some of the most beautifully hostile places on earth. In addition, after hearing the cry from fans loud and clear, the game will put the tombs back into Tomb Raider, all in the franchise's gritty Survival-Action style.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game","Lara must use her survival skills and wits, learn to trust new friends, and ultimately accept her destiny as the Tomb Raider.",BT Games: Rise of the Tomb Raider,Publisher: T[Square Enix]; Publication Year: T[2015]; Has Adult Content: C[Y]; Genre: T[Action/ Adventure]; Format: S[Xbox One],,,"Lara must use her survival skills and wits, learn to trust new friends, and ultimately accept her destiny as the Tomb Raider.",A
N016125212008445,en,4649,Xbox///Xbox One///In Stock,899,899,150,119,01/01/1970 03:00:00,N,R,exim/backup/images/Rugby_15_XB1.jpg#{[en]:;},XB1 RUGBY 15,"<p><span style=""background-color: initial;"">Aiming to become the new standard for rugby games, Bigben Interactive and HB Studios are delighted to announce the exclusive inclusion of the official licences for the TOP 14 and PRO D2 professional rugby leagues, for an even more intense immersive experience.In the rugby world, the TOP 14 is considered the best club league in the world, with clubs like Rugby Club Toulonnais, current European champions, and Stade Toulousain, quadruple European champions and holders of the record for most French league titles with 19 Brennus Shields.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game","Developed in collaboration with the Canadian studio HB Studios, authors of several successful sport simulations including Rugby World Cup 2011.",BT Games: Pre-Played® Rugby 15,Publisher: T[Big Ben]; Publication Year: T[2014]; Has Adult Content: C[N]; Genre: T[Sports]; Format: S[Xbox One],,,"Developed in collaboration with the Canadian studio HB Studios, authors of several successful sport simulations including Rugby World Cup 2011.",A
N016111602007675,en,4650,Xbox///Xbox One///In Stock,899,899,150,136,01/01/1970 03:00:00,N,R,exim/backup/images/Ryse_PackshotXB1.jpg#{[en]:;},XB1 RYSE SON OF ROME,"<p><span style=""background-color: initial;"">Developed exclusively for Xbox One by renowned studio Crytek, 'Ryse: Son of Rome' is an immersive action-adventure story of struggle, brutality and heroism. It follows a fearless Roman soldier named Marius Titus who joins the army to avenge the slaying of his family and emerges as a hero who must fight to save the Roman Empire.'Ryse: Son of Rome' presents a cinematic re-creation of the Roman Empire, its people, conflicts and landscapes in breathtaking detail that represents the graphical benchmark for the next console generation. It brings the brutality and intensity of Roman warfare to life in visceral detail, thrusting you into the chaos of close-quarters combat, where the emotion on the enemy's face can be seen and felt.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game",Ryse: Son of Rome follows a fearless Roman soldier named Marius Titus who joins the army to avenge the slaying of his family and emerges as a hero who must fight to save the Roman Empire.,BT Games: Ryse Son of Rome,Publication Year: T[2014]; Publisher: T[Microsoft]; Has Adult Content: C[N]; Genre: T[Action/ Adventure]; Format: S[Xbox One]; Age Limit: O[18],,,Ryse: Son of Rome follows a fearless Roman soldier named Marius Titus who joins the army to avenge the slaying of his family and emerges as a hero who must fight to save the Roman Empire.,A
N016104901008731,en,4651,Xbox///Xbox One///In Stock,899,899,150,171,01/01/1970 03:00:00,N,R,exim/backup/images/91eCkI3zBSL._SL1500_.jpg#{[en]:;},XB1 SAINTS ROW RE ELECTED,"<p><span style=""background-color: initial;"">After the space faring antics of Saints Row IV, many fans asked what we could do next… the answer?  Shoot The Devil in the face.  Play as either Johnny Gat or Kinzie Kensington as you tear apart Hell in a quest to save the leader of the Saints' soul. Historical icons, old friends, older enemies, a talking gun, a full length musical number, and a whole lot of other shenanigans all await you in the open world standalone expansion playground that is Saints Row: Gat Out Of Hell.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game","Please note this item is DLC, requiring a 6.5GB download.",BT Games: Saints Row Re-elected,Publication Year: T[2014]; Publisher: T[Deep Silver]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Xbox One]; Age Limit: O[18],,,"Please note this item is DLC, requiring a 6.5GB download.",A
N016111505008678,en,4652,Xbox///Xbox One///In Stock,899,899,150,107,01/01/1970 03:00:00,N,R,exim/backup/images/ScreamRide_Xbox_One.jpg#{[en]:;},XB1 SCREAM RIDE,"<p><span style=""background-color: initial;"">Build and share adrenaline pumping thrill-rides with friends and the community over Xbox Live on Xbox One. Send and receive challenges to discover the best among your friends. Challenge yourself across a variety of exhilarating levels or compete with friends to set records on global leader boards. In addition to the Level Maker editing tool, players can specialize in a single role—Engineer, Scream Rider or Demolition Expert—or gain mastery over all three as they climb the career ladder. With more than 50 levels, three unique game modes, and hundreds of props, ride pieces and modular scenery, “ScreamRide” unleashes the power of unbound creation, extreme destruction, and addictive gameplay.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game","ScreamRide reinvents the builder/action genre with a unique balance of creation, addictive gameplay and destruction. Use your imagination to build extreme roller coaster rides and environments from the ground-up, pilot your riders through the tracks with ",BT Games: Scream Ride,Publication Year: T[2015]; Publisher: T[Microsoft]; Has Adult Content: C[N]; Genre: T[Family Fun]; Format: S[Xbox One]; Age Limit: O[7],,,"ScreamRide reinvents the builder/action genre with a unique balance of creation, addictive gameplay and destruction. Use your imagination to build extreme roller coaster rides and environments from the ground-up, pilot your riders through the tracks with skill, share your dream creations with friends, or destroy anything and everything with phenomenal physics and deafening destruction.",A
N016106903008256,en,4653,Xbox///Xbox One///In Stock,899,899,150,43,01/01/1970 03:00:00,N,R,,XB1 SHERLOCK HOLMES CRIMES AND PUNISHMENTS,"<p><span style=""background-color: initial;"">You are Sherlock Holmes! Use your impressive talents as a detective to solve six thrilling and varied cases: murders, missing persons, spectacular thefts and numerous investigations that sometimes lead you into the realms of the fantastic.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game","Analyse the clues, interrogate the suspects, name your culprit!",BT Games: Sherlock Holmes,Publication Year: T[2014]; Publisher: T[Focus]; Has Adult Content: C[N]; Genre: T[Adventure]; Format: S[Xbox One]; Age Limit: O[10],,,"Analyse the clues, interrogate the suspects, name your culprit!",A
N016100502008271,en,4654,Xbox///Xbox One///In Stock,899,899,150,60,01/01/1970 03:00:00,N,R,exim/backup/images/STT_Generic_SP_Contents_FINAL_HiRes_4027-j2.jpg#{[en]:;},XB1 SKYLANDERS TRAP TEAM,"<p><span style=""background-color: initial;"">In Skylanders Trap Team, Kaos continues his ongoing quest to rule over Skylands.  He has discovered the location of the legendary Cloudcracker Prison -- a fortress built entirely out of the magical substance Traptanium and home to Skylands’ most nefarious baddies.  In an attempt to build his own army of foes, Kaos blows up the prison, releasing the most wanted villains and blasting shards of Traptanium to Earth in the form of Traps.  Now it’s up to Portal Masters to recapture all of the escaped villains using powerful Traptanium Traps and defeat Kaos before it’s too late!Skylanders Trap Team introduces a ground-breaking innovation that lets Portal Masters “trap” the most wanted villains in Skylands and then play as them in the game in the battle for good. The game offers an unprecedented new addition to the game’s play pattern in the form of Traptanium Traps. When this new type of toy is placed directly into the Traptanium Portal, Portal Masters can “capture” a variety of special villains from the game and magically transport them from Skylands into the real world.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game","In previous Skylanders games, we brought physical toys to life inside the game. With Skylanders Trap Team, we are reversing the magic by bringing characters out of the game, into physical “Traps” that kids can take with them, effectively bringing Life to ",BT Games: Skylanders Trap Team,Publisher: T[Activision]; Publication Year: T[2010]; Has Adult Content: C[N]; Genre: T[Action/ Adventure]; Format: S[Xbox One],,,"In previous Skylanders games, we brought physical toys to life inside the game. With Skylanders Trap Team, we are reversing the magic by bringing characters out of the game, into physical “Traps” that kids can take with them, effectively bringing Life to Toys. ",A
N016116201005954,en,4655,Xbox///Xbox One///In Stock,899,899,150,74,01/01/1970 03:00:00,N,R,exim/backup/images/Sleeping_Dogs_Definitive_Edition_Pack_XB1_PEGI.jpg#{[en]:;},XB1 SLEEPING DOGS DEFINITIVE EDITION,"<p><span style=""background-color: initial;"">Sleeping Dogs catapults players into the role of undercover cop Wei Shen, tasked with taking down one of the world’s most fearsome criminal organisations from the inside... the Hong Kong Triads. As players explore the bustling and crowded Hong Kong island, through its neon-lit side streets and sprawling street markets, an incredible story unfolds of loyalty and betrayal, where Wei begins to question his own motives as he is sucked in deeper than he could ever imagine.Offering players an island packed with action, every street corner, market stall, harbour dock or city skyscraper can become an opportunity for intense shoot-outs, adrenaline-fuelled street races and intense, brutal martial arts combat. Featuring one of the most intuitive and imaginative combat systems, Sleeping Dogs empowers players to perform an extensive set of martial arts moves, singlehandedly taking on numerous opponents. Players perform bone-crunching kicks and combos, vicious counters and a cinematic set of environmental takedowns making use of countless real-world items from circular saws to phone booths, incinerators to refrigerator doors.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game",Sleeping Dogs is a gritty and visceral open-world cop drama set in the vibrant city of Hong Kong.,BT Games: Sleeping Dogs,Publication Year: T[2011]; Publisher: T[Square Enix]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Xbox One]; Age Limit: O[18],,,Sleeping Dogs is a gritty and visceral open-world cop drama set in the vibrant city of Hong Kong.,A
N016100310007460,en,4656,Xbox///Xbox One///In Stock,899,899,150,116,01/01/1970 03:00:00,N,R,exim/backup/images/91W7Qk_hZXL._SL1500_.jpg#{[en]:;},XB1 SNIPER ELITE 3,"<p><span style=""background-color: initial;"">Featuring a greater focus on player agency/choice and expansive environments filled with opportunities for distinct play-styles, and set in the exotic yet deadly terrain of North Africa during World War Two, Sniper Elite 3 sees American OSS agent Karl Fairburne deep behind Nazi lines, providing crucial sharpshooter skills as the Allies battle Germany's fearsome Tiger tanks across the Western Desert. But it's not just the famed Afrika Korps that Karl has to worry about. He soon uncovers German plans to build a 'wunderwaffe' - wonder weapon - with the power to crush any Allied forces in its path, and turn the tide of the whole war. </span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game","Observe. Plan. Execute. Adapt - expansive environments allow the player to choose how they complete the mission, offering non-linear multi-routes, and more verticality than ever before, offering the freedom to take out the enemy by your own design.",BT Games: Sniper Elite 3,Publication Year: T[2014]; Publisher: T[505 Games]; Has Adult Content: C[Y]; Genre: T[Shooter]; Format: S[Xbox One]; Age Limit: O[18],,,"Observe. Plan. Execute. Adapt - expansive environments allow the player to choose how they complete the mission, offering non-linear multi-routes, and more verticality than ever before, offering the freedom to take out the enemy by your own design.",A
N016100310008914,en,4657,Xbox///Xbox One///In Stock,899,899,150,50,01/01/1970 03:00:00,N,R,exim/backup/images/sNIPEReLITExb1.jpg#{[en]:;},XB1 SNIPER ELITE III ULTIMATE EDITION,"<p><span style=""background-color: initial;"">This ultimate edition includes the acclaimed main game, as well as a range of additional DLC content, all in one package. Includes three additional single-player missions and six additional weapon packs, with a total of eighteen new weapons. Takes players to the unforgiving yet exotic terrain of North Africa in a savage conflict against Germany's infamous Afrika Korps. One bullet can change history: use stealth, planning and execution to hunt your targets, whether human or machineFrom long-distance kills to melee takedowns, distractions and explosive traps, you are as deadly up close as you are from afar.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game","Includes the biggest environments ever in the single/co-op missions Save Churchill 1, 2 and 3. Also contains six weapons packs with 18 weapons: Camouflage, Hunter, Patriot, Sniper Rifles, Axis and Eastern Front.",BT Games: Sniper Elite 3 Ultimate Ed,Publication Year: T[2015]; Publisher: T[505 Games]; Has Adult Content: C[Y]; Genre: T[Shooter]; Format: S[Xbox One]; Age Limit: O[16],,,"Includes the biggest environments ever in the single/co-op missions Save Churchill 1, 2 and 3. Also contains six weapons packs with 18 weapons: Camouflage, Hunter, Patriot, Sniper Rifles, Axis and Eastern Front.",A
N016105901006318,en,4658,Xbox///Xbox One///In Stock,899,899,150,50,01/01/1970 03:00:00,N,R,exim/backup/images/SWBFxone2DPFTen.jpg#{[en]:;},XB1 STAR WARS BATTLEFRONT,"<p><span style=""background-color: initial;"">Star Wars Battlefront is the ultimate Star Wars battle experience, brought to life by DICE - creators of the award-winning Battlefield series.Fight in epic Star Wars battles on iconic planets and rise through the ranks playing as the heroic Rebellion or the evil galactic Empire.Whether fighting through blaster-wielding troops, or piloting your favorite Star Wars combat vehicles like snowspeeders, speeder bikes, and AT-ST's - Star Wars Battlefront puts you at the center of the galactic conflict!</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game",Immerse Yourself in the Ultimate Star Wars Experience,BT Games: Star Wars Battlefront,Publisher: T[Electronic Arts]; Publication Year: T[2015]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Xbox One],,,Immerse Yourself in the Ultimate Star Wars Experience,A
N016111601009071,en,4659,Xbox///Xbox One///In Stock,899,899,150,50,01/01/1970 03:00:00,N,R,exim/backup/images/StateofDecayXB1.jpg#{[en]:;},XB1 STATE OF DECAY,"<p><span style=""background-color: initial;"">What if society came screeching to a halt? What if all our rules and laws no longer mattered? State of Decay brings these questions to life in a very real way. It's not just about combat; it's about doing what you must do to stay alive. Food, water, shelter, and ammo - you'll need them all. Taking you beyond the initial panic, and beyond the first weeks of the crisis, State of Decay is the embodiment of the 'What if?' zombie apocalypse scenario.Move through the world like a zombie-slaying badass. Dive through windows, jump on cars, and take it to the living dead with baseball bats. Hop in a truck and mow down some undead pedestrians. Break into the local police station and clear out their arsenal or walk into the local grocery store to stock up on your favorite junk food. The world is your oyster…a shiny oyster that happens to be filled with zombies.State of Decay is an open sandbox world that develops in real-time, dynamically generating content based on your actions, the choices you make, and the ever-increasing zombie threat.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game",The end is here. Life as you knew it has gone to hell after the mother of all zombie outbreaks. Now you and the few scattered survivors must band together to survive and rebuild in a 3rd-person action game set in a dynamic open world. You choose where to ,BT Games: State of Decay,Publication Year: T[2015]; Publisher: T[Microsoft]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Xbox One]; Age Limit: O[18],,,"The end is here. Life as you knew it has gone to hell after the mother of all zombie outbreaks. Now you and the few scattered survivors must band together to survive and rebuild in a 3rd-person action game set in a dynamic open world. You choose where to make your stand, designing and fortifying your home base, performing daring raids for food and ammunition, and rescuing other playable survivors with unique talents.",A
N096111599008252,en,4660,Xbox///Xbox One///In Stock,899,899,1000,139,01/01/1970 03:00:00,N,R,exim/backup/images/41krrrby5SL.jpg#{[en]:;},XB1 STEREO HEADSET,"<p><span style=""background-color: initial;"">Surround your senses… Immerse yourself in rich stereo sound with the Xbox One Stereo Headset. Easily adjust audio levels without taking your hands off the controller. You can even control the balance of game sounds and chat audio to focus on what you want to hear.Adjust game and chat audio levels. Stereo sound. Chat with your friends. Designed for the core gamer. Stereo Headset adapter provides control at your fingertips. Over-the-ear design delivers comfortable fit for long gaming sessions.</span></p>","Xbox, XB, Xbox One, Xbox 1, headset","Contents include Stereo Headset, stereo headset adapter (2.5mm to 3.5mm audio jack adapter), USB Cable.",BT Games: Xbox One Streao Headset,Publisher: T[Microsoft]; Publication Year: T[2014]; Has Adult Content: C[N]; Genre: T[Hardware]; Format: S[Xbox One],,,"Contents include Stereo Headset, stereo headset adapter (2.5mm to 3.5mm audio jack adapter), USB Cable.",A
,en,1213,,0,0,0,0,09/06/2015 00:00:00,N,R,,test,"<p>The undead curse continues to spread across the kingdom of Drangleic with Dark Souls II: Scholar of the First Sin. Developed by renowned Japanese studio From Software and published by Bandai Namco Games, Dark Souls II: Scholar of the First Sin is the ultimate Dark Souls II experience, adding to the 2014's critically acclaimed title not only its three DLC chapters - Crown of the Sunken King, Crown of the Old Iron King, and Crown of the Ivory King - but also an array of all-new content.</p>  <div>Dark Souls II: Scholar of the First Sin will add brand new game content, including an expanded story featuring additional in-game events and NPC character, along with new deadlier enemies and gameplay improvements. It will also take advantage of the power of the PlayStation 4 and Xbox One system to provide enhanced graphics for those specific platforms on top of several additional exclusive enhancements.</div>  <div>The undead curse continues to spread across the kingdom of Drangleic in the ultimate Dark Souls II experience</div> <div>Features the game's 3 DLC chapters: Crown of the Sunken King, Crown of the Old Iron King, and Crown of the Ivory King</div> <div>Also includes an array of brand new content, including an expanded story featuring additional in-game events.</div>   <div>Dark Souls II invades PS4, Xbox One and PC with an enhanced Edition!</div>  <div>The most rewarding game of 2014 now comes augmented on PS4, Xbox ONE and PC with improved content and graphics. Enjoy the complete Dark Souls II experience with Dark Souls II: Scholar of the First Sin. Hallmark challenge and reward await you with enhancements fueled by the passion and talent of famed Japanese studio FromSoftware.</div>  <div>Game Features</div> <div>⦁Definitive Edition</div> <div>Scholar of the First Sin features the original Dark Souls II as well as the 3 acclaimed DLC and an array of all-new content for a complete adventure that will take you from Majula to the ice-cold world of 'Frozen Eleum Loyce'.</div> <div>⦁Exclusive Content</div> <div>Scholar of the First Sin offers a brand new experience and challenge. The new NPC character and events expand the story while the additional enemies and enhanced online mode will put your skill to the test.</div>",,,,,,,,A
N096111599008251,en,4661,Xbox///Xbox One///In Stock,899,899,1000,115,01/01/1970 03:00:00,N,R,exim/backup/images/41jbYPK21QL.jpg#{[en]:;},XB1 STEREO HEADSET ADAPTER,"<p><span style=""background-color: initial;"">For use with stereo headsets with 3.5mm audio jack, or Xbox 360 gaming headsets with 2.5mm chat cable. Game audio available in stereo headsets by connecting directly to the controller, Xbox One via Optical cable or TV via RCA cables (cables not included). Additional requirements may apply for full functionality, see xbox.com/xboxone/compatibleheadsets. Voice chat requires Xbox Live; in-game requires Xbox Live Gold (sold separately).</span></p>","Xbox, XB, Xbox One, Xbox 1, headset adapter","Plug your favorite compatible headset into the Xbox One Stereo Headset Adapter and hear the action just the way you like it. Easily adjust chat audio without taking your hands off the controller. Add game audio by connecting directly to your controller, c",BT Games: Xbox One Streao Headset Adapter,Publisher: T[Microsoft]; Publication Year: T[2014]; Has Adult Content: C[N]; Genre: T[Hardware]; Format: S[Xbox One],,,"Plug your favorite compatible headset into the Xbox One Stereo Headset Adapter and hear the action just the way you like it. Easily adjust chat audio without taking your hands off the controller. Add game audio by connecting directly to your controller, console, or TV.",A
N096111599008674,en,4662,Xbox///Xbox One///In Stock,899,899,1000,98,01/01/1970 03:00:00,N,R,exim/backup/images/XB1_Headset_Camo_Green.jpg#{[en]:;},XB1 STEREO HEADSET CAMO GREEN,"<p><span style=""background-color: initial;"">Immerse yourself in rich stereo sound with the Xbox One Stereo Headset. Easily adjust audio levels without taking your hands off the controller. You can even control the balance of game sounds and chat audio to focus on what you want to hear.Adjust game and chat audio levels. Stereo sound. Chat with your friends. The Stereo Headset Adapter provides control at your fingertips. Over-the-ear design delivers comfortable fit for long gaming sessions.</span></p>","Xbox, XB, Xbox One, Xbox 1, headset","Contents: Stereo Headset, Stereo Headset Adapter, 2.5mm to 3.5mm audio jack adapter, USB Cable.",BT Games: Xbox One Stereo Camo Headset,Publisher: T[Microsoft]; Publication Year: T[2014]; Has Adult Content: C[N]; Genre: T[Hardware]; Format: S[Xbox One],,,"Contents: Stereo Headset, Stereo Headset Adapter, 2.5mm to 3.5mm audio jack adapter, USB Cable.",A
N016111610008346,en,4663,Xbox///Xbox One///In Stock,899,899,150,179,01/01/1970 03:00:00,N,R,exim/backup/images/SSO_boxshot_uk_large.jpg#{[en]:;},XB1 SUNSET OVERDRIVE,"<p><span style=""background-color: initial;"">Welcome to the Awesomepocalypse: 'Sunset Overdrive' is set in the fictional American metropolis Sunset City. The story begins when a resident mega-corporation, Fizzco, hosts a massive release party for its hot new energy drink: Overcharge Delirium XT. But...the beverage was rushed to market. Profit first! Most of Sunset City is transformed into an array of various mutants, also called the 'OD'd'. The city is quarantined and morphs into a chaotic, mutant-infested Awesomepocalypse. Soon, you realize a life of playing videogames, watching action movies, and reading comic books has given you the tools to become the hero Sunset City desperately needs.As you progress through the epic campaign, you'll encounter numerous plot twists and surprises, and work to unite a diverse group of survivor factions in your quest to save Sunset City and reveal Fizzco's sadistic cover-up scheme. A vibrant and immersive open world: 'Sunset Overdrive' possesses a soul and style unlike any other shooter on the market - vibrant, irreverent, thrilling and explosive. Set in a sprawling, colorful city teeming with crazed enemies and powerful, unconventional weapons, 'Sunset Overdrive' turns the apocalypse into your own playground of carnage and mutant destruction. Filled to the brim with Insomniac Games' trademark humor and satire, 'Sunset Overdrive' is a rebellious game that breaks the rules and flips modern conventions of post-apocalyptic shooters on their head.</span></p>","Xbox, XB, Xbox One, Xbox 1, Xbox game","2027. Sunset City. A contaminated energy drink has transformed most of the population into a multitude of toxic mutants. For many it's the end of the world, but for you it's a dream come true. Your old boss? Dead. Your boring job? Gone. Transform the open",BT Games: Sunset Overdrive,Publication Year: T[2015]; Publisher: T[Microsoft]; Has Adult Content: C[Y]; Genre: T[Shooter]; Format: S[Xbox One]; Age Limit: O[18],,,"2027. Sunset City. A contaminated energy drink has transformed most of the population into a multitude of toxic mutants. For many it's the end of the world, but for you it's a dream come true. Your old boss? Dead. Your boring job? Gone. Transform the open-world into your tactical playground by grinding, vaulting and wall-running across the city while using a devastating, unconventional arsenal. With hyper-agility, unique weapons, and customizable special abilities, 'Sunset Overdrive' rewrites the rules of traditional shooters and delivers an explosive, irreverent, stylish, and totally unique adventure exclusively to Xbox One. ",A
